Organization_ID,Industry,Company_Size,Primary_AI_Tool,Adoption_Year,Employee_Count,Satisfaction_Score,AI_Investment_USD,Cost_Savings_USD,Productivity_Gain_Pct
ORG_477,Finance,Medium (100-999),DevOps Copilots,2025,734,4,163165.03271763734,244592.39876243754,18.124997214454346
ORG_478,Tech,Medium (100-999),Automation Systems,2024,4209,8,997829.6260731304,1585431.7930184982,27.946179456204803
ORG_479,Tech,Medium (100-999),DevOps Copilots,2025,4627,5,741566.1724185975,834862.5698531711,27.403648293894022
ORG_480,Manufacturing,Medium (100-999),Generative AI Content,2024,1048,9,175584.44821916035,247205.14801036543,30.252171148200212
ORG_481,Finance,Medium (100-999),DevOps Copilots,2022,4857,3,1213235.9585691162,1809254.9297418625,14.86195880807329
ORG_482,Tech,Medium (100-999),Automation Systems,2023,701,3,174248.73731950973,225056.79340323075,19.106672886027766
ORG_483,Retail,Small (<100),DevOps Copilots,2025,2836,1,704609.4703114475,834116.8307324649,11.487448027449245
ORG_484,Finance,Medium (100-999),DevOps Copilots,2022,3205,8,612191.8195443645,761809.1194870253,32.973090443672284
ORG_485,Finance,Medium (100-999),DevOps Copilots,2024,346,2,101673.5720131773,155476.97289041997,13.349674066180446
ORG_486,Finance,Small (<100),DevOps Copilots,2023,1990,10,533705.8550426489,852118.7301259296,33.13269827869628
ORG_487,Tech,Small (<100),Automation Systems,2021,810,9,138887.12405528655,172448.99057847797,29.430795314464106
ORG_488,Tech,Small (<100),DevOps Copilots,2024,1786,10,444653.65342843044,679528.7895075465,31.299072532054666
ORG_489,Retail,Large (1000+),DevOps Copilots,2025,1523,2,390784.3648239504,612785.4571274397,16.387805078435225
ORG_490,Education,Small (<100),Customer Chatbots,2024,2659,5,467847.5803783215,528681.484949737,27.05605699217326
ORG_491,Finance,Medium (100-999),Customer Chatbots,2026,1653,10,350863.578267201,480794.0026235503,34.31253576415676
ORG_492,Retail,Small (<100),Customer Chatbots,2025,856,1,143089.50682144004,189298.97898729597,16.465123928912085
ORG_493,Tech,Medium (100-999),Automation Systems,2024,2192,3,567241.8933961252,770139.4979483939,21.899110732301374
ORG_494,Healthcare,Medium (100-999),Automation Systems,2024,37,7,17952.001018057963,24838.78252496247,31.85042187508951
ORG_495,Finance,Medium (100-999),Customer Chatbots,2021,752,6,177512.7652381726,252759.76712303312,21.76618304509487
ORG_496,Tech,Medium (100-999),Predictive Analytics,2023,3205,2,788391.488786948,1116674.263037572,17.353241830279266
ORG_497,Tech,Small (<100),DevOps Copilots,2022,3194,2,864884.7951191542,1368660.2293272873,18.117780867912415
ORG_498,Education,Small (<100),Generative AI Content,2021,360,7,68549.34724918897,91114.77662530818,29.28077823446691
ORG_499,Manufacturing,Small (<100),DevOps Copilots,2022,600,1,161152.53180105728,250364.87148820408,13.683720830515153
ORG_500,Tech,Medium (100-999),Automation Systems,2022,419,5,115879.43572944294,175867.4475960508,18.139576153293262
ORG_501,Manufacturing,Small (<100),DevOps Copilots,2025,1816,2,495189.9014350631,787894.8578014437,16.783978372961926
ORG_502,Finance,Large (1000+),DevOps Copilots,2024,2644,4,705173.4139102527,818264.0098420398,16.412368026193235
ORG_503,Finance,Medium (100-999),DevOps Copilots,2022,2005,10,319725.35435440054,354196.59559224057,34.869674748236136
ORG_504,Tech,Small (<100),Automation Systems,2025,4873,5,1044825.1766660048,1511004.4019993832,19.561602185896625
ORG_505,Retail,Medium (100-999),Customer Chatbots,2022,1439,10,371315.7492935729,522079.19254924165,30.880211936473223
ORG_506,Manufacturing,Medium (100-999),Customer Chatbots,2021,1940,4,330309.3541689352,423109.98268236103,22.611282392351487
ORG_507,Healthcare,Small (<100),Predictive Analytics,2023,1596,2,435002.5610891045,624259.6984856286,10.431156013461024
ORG_508,Retail,Small (<100),Customer Chatbots,2023,3722,1,618279.1998259425,728965.2766613468,7.790652251620695
ORG_509,Healthcare,Small (<100),Predictive Analytics,2025,4865,10,969429.7544098865,1224237.0747214516,37.78975278959668
ORG_510,Finance,Small (<100),Customer Chatbots,2025,3086,4,502245.63829734863,661925.8649070523,17.161651620856457
ORG_511,Retail,Small (<100),Generative AI Content,2022,1600,6,477962.7622832718,691184.466894961,20.59651719634266
ORG_512,Tech,Large (1000+),Customer Chatbots,2023,2824,4,805772.4375053965,1143390.772103245,21.115280904291428
ORG_513,Tech,Large (1000+),Predictive Analytics,2021,4284,8,1199801.284700276,1597393.1841412433,25.145038569719922
ORG_514,Finance,Large (1000+),Predictive Analytics,2023,4756,4,1354996.2539307466,1879177.0865177854,15.05077581240027
ORG_515,Education,Small (<100),Customer Chatbots,2025,4140,1,888452.6933124538,1286769.8046407795,8.479992035958272
ORG_516,Healthcare,Small (<100),Automation Systems,2024,3341,4,570670.156825466,653625.4829150933,19.797829513924988
ORG_517,Finance,Medium (100-999),DevOps Copilots,2025,209,8,46712.24695886231,55703.0871540771,33.71551799553785
ORG_518,Retail,Medium (100-999),Automation Systems,2025,589,7,171692.23485427073,225423.51316650928,25.197893805656953
ORG_519,Education,Medium (100-999),Predictive Analytics,2025,673,10,195727.34679896422,307812.78743207804,36.74652966588665
ORG_520,Manufacturing,Small (<100),Generative AI Content,2024,344,6,77230.55609413768,106607.44584400271,27.735755086296244
ORG_521,Tech,Medium (100-999),DevOps Copilots,2022,3929,10,1110570.9439569463,1644136.9263598537,33.2046381646925
ORG_522,Manufacturing,Medium (100-999),Customer Chatbots,2023,529,6,111643.88874895757,129658.1568371813,27.09825288742069
ORG_523,Retail,Medium (100-999),Generative AI Content,2024,3025,2,543758.6920336483,858664.7131617602,10.769473098916182
ORG_524,Tech,Small (<100),Predictive Analytics,2024,1683,9,495002.02904270793,713397.7595158529,36.817214722337376
ORG_525,Healthcare,Medium (100-999),Automation Systems,2023,525,1,153247.4914778553,194838.28434857688,13.96051226458135
ORG_526,Finance,Medium (100-999),DevOps Copilots,2025,3657,8,718832.3402987565,964760.3792780804,34.707240483771734
ORG_527,Manufacturing,Small (<100),Generative AI Content,2023,1372,10,402003.0609079233,637819.2803857682,38.39331676871413
ORG_528,Retail,Medium (100-999),Predictive Analytics,2022,967,1,294654.1120354271,378582.2318095717,9.55155361909324
ORG_529,Retail,Medium (100-999),Generative AI Content,2022,3683,9,1096477.4082065038,1219790.1111956285,36.81068915869422
ORG_530,Manufacturing,Large (1000+),Generative AI Content,2022,4484,9,901759.2776209684,1122612.3808194064,36.9400952573241
ORG_531,Education,Medium (100-999),Predictive Analytics,2025,3631,6,922238.7843650595,1156525.3399635928,24.016299219244868
ORG_532,Manufacturing,Medium (100-999),Automation Systems,2023,4991,4,1190673.6128201762,1709544.0359729482,15.873769370901547
ORG_533,Healthcare,Small (<100),Generative AI Content,2024,4200,1,1206762.1139602107,1842607.5275446633,11.19629967109208
ORG_534,Finance,Small (<100),Generative AI Content,2023,3660,9,603498.2805440481,963363.4500211084,35.53685504514756
ORG_535,Finance,Large (1000+),Customer Chatbots,2025,3403,3,942329.2463862769,1179433.9561587635,22.383824278974966
ORG_536,Healthcare,Medium (100-999),DevOps Copilots,2025,734,1,162610.13803847684,224061.63486903603,14.602470067733252
ORG_537,Manufacturing,Small (<100),Predictive Analytics,2025,2381,9,538949.3738014161,750543.1222906426,32.441004854387124
ORG_538,Retail,Small (<100),Automation Systems,2022,2468,8,421969.46843639645,502011.23376745544,34.0679319715383
ORG_539,Retail,Small (<100),Generative AI Content,2024,556,10,151220.4195059913,231998.27846930572,36.279960474812455
ORG_540,Healthcare,Medium (100-999),Automation Systems,2023,4722,1,1306927.4687534762,1526162.8486363012,9.13308851814928
ORG_541,Finance,Medium (100-999),Generative AI Content,2021,2399,9,592973.9174423979,838473.9994418157,35.146893791445244
ORG_542,Healthcare,Small (<100),Generative AI Content,2025,2476,5,631688.5194474261,878061.7734712994,25.733148168304375
ORG_543,Tech,Medium (100-999),Generative AI Content,2025,3385,6,978862.4821450211,1323120.0444464947,28.315735547871647
ORG_544,Manufacturing,Medium (100-999),DevOps Copilots,2025,4524,2,965125.4560711246,1128720.9680412342,14.419379077086328
ORG_545,Education,Medium (100-999),Generative AI Content,2022,2505,1,662617.3477804947,830732.7527887395,9.598410064743328
ORG_546,Education,Medium (100-999),Automation Systems,2021,3977,7,626962.6424586019,726938.8007262674,25.030124712234848
ORG_547,Tech,Medium (100-999),Automation Systems,2025,4939,4,1178051.1425833732,1313090.624437967,16.45556977732938
ORG_548,Retail,Small (<100),DevOps Copilots,2023,1325,9,359717.2300602246,407979.958237658,35.69586504832906
ORG_549,Manufacturing,Medium (100-999),Predictive Analytics,2026,1417,9,218182.72734835988,260196.62375584248,34.235256981681864
ORG_550,Tech,Large (1000+),Customer Chatbots,2023,4222,4,897727.1122353057,1196626.115532827,20.197275812619356
ORG_551,Healthcare,Medium (100-999),Generative AI Content,2024,342,2,71291.87073428583,99822.50342023138,13.1200691079383
ORG_552,Education,Medium (100-999),DevOps Copilots,2023,3515,4,986365.580235336,1091307.8967210827,21.741589120898276
ORG_553,Retail,Medium (100-999),DevOps Copilots,2024,706,2,125249.87447938806,144145.2055981045,19.25290315541831
ORG_554,Education,Small (<100),Predictive Analytics,2023,4883,7,831588.6683637978,1030553.8797275171,29.634938073603223
ORG_555,Healthcare,Small (<100),Customer Chatbots,2023,4951,7,1481080.0389695677,1965863.2633832048,23.721900600991386
ORG_556,Healthcare,Small (<100),Predictive Analytics,2021,442,2,104859.49412146761,131218.68636105527,16.232326186920226
ORG_557,Manufacturing,Medium (100-999),DevOps Copilots,2025,3827,4,747555.2441217831,1025061.9971839389,23.094815973913096
ORG_558,Healthcare,Small (<100),Automation Systems,2026,985,7,221426.50199742863,247552.73884780466,24.268691730250907
ORG_559,Retail,Large (1000+),Predictive Analytics,2024,1111,5,290876.9403659599,418139.1766740356,24.100785892738692
ORG_560,Retail,Medium (100-999),Customer Chatbots,2024,1290,9,207300.02812473322,267188.7683795385,34.264877837357204
ORG_561,Manufacturing,Small (<100),Automation Systems,2021,379,3,107419.5244309711,119606.26102689528,21.41342890450008
ORG_562,Finance,Small (<100),Generative AI Content,2026,3384,6,540107.0604639528,678401.3458998962,20.849417366861477
ORG_563,Retail,Large (1000+),Automation Systems,2023,171,9,38033.26316986201,52638.975741492475,36.51409845211898
ORG_564,Finance,Medium (100-999),DevOps Copilots,2021,2602,7,617233.7132116337,829672.7859849703,29.40863964521224
ORG_565,Tech,Medium (100-999),Generative AI Content,2022,2463,6,729798.152970133,1158228.8092567446,20.753211814193463
ORG_566,Manufacturing,Small (<100),Generative AI Content,2021,4708,7,1281181.5208579055,1788442.7026438774,25.23364931846185
ORG_567,Healthcare,Medium (100-999),Customer Chatbots,2022,638,5,146954.0779802648,184673.73390146362,21.64314250665165
ORG_568,Finance,Medium (100-999),DevOps Copilots,2022,162,9,50598.83916059822,79999.72663253875,34.92208010987215
ORG_569,Healthcare,Large (1000+),DevOps Copilots,2025,3563,10,925900.3050373214,1232598.617095543,32.40373947847431
ORG_570,Retail,Large (1000+),Customer Chatbots,2023,537,4,152571.02784109593,180078.3872501118,21.868549034091252
ORG_571,Tech,Small (<100),Predictive Analytics,2022,2021,5,449224.0404889036,639452.913399334,17.870037347226628
ORG_572,Tech,Small (<100),Generative AI Content,2025,2285,9,408019.3710499021,624184.7702720255,28.339295410655794
ORG_573,Retail,Large (1000+),Customer Chatbots,2025,749,7,224209.45538391467,259178.54809610196,29.844804070908467
ORG_574,Education,Medium (100-999),DevOps Copilots,2026,4312,5,969391.4437847616,1441092.9020099672,20.634103292918645
ORG_575,Manufacturing,Medium (100-999),Predictive Analytics,2026,1795,3,301657.5391660706,393418.0756739038,21.128999336770246
ORG_576,Tech,Medium (100-999),Automation Systems,2023,3481,8,885995.5248427026,1291635.830457413,33.21365366191949
ORG_577,Tech,Large (1000+),DevOps Copilots,2021,457,4,89796.19231576724,130232.17209329837,24.031570986825994
ORG_578,Retail,Medium (100-999),Predictive Analytics,2025,3192,1,918485.0339509154,1388155.904049308,9.854604549513972
ORG_579,Tech,Large (1000+),Customer Chatbots,2024,3338,1,642801.725682768,1004858.9041179994,10.827222147389204
ORG_580,Finance,Large (1000+),Automation Systems,2025,2147,9,347420.874634088,477308.98593596765,30.767683420573306
ORG_581,Retail,Large (1000+),Predictive Analytics,2024,1124,1,241793.0065620741,275913.87469299725,9.078224394440916
ORG_582,Healthcare,Large (1000+),Predictive Analytics,2025,3371,6,740424.8447575398,878691.4195761073,25.93020415505533
ORG_583,Finance,Small (<100),Automation Systems,2023,1500,7,431851.64076105313,685376.09992254,24.482662026717
ORG_584,Retail,Small (<100),Customer Chatbots,2024,4928,5,854760.50497432,1164969.204606441,25.23359320461668
ORG_585,Education,Large (1000+),Customer Chatbots,2022,1674,4,495119.17888769903,729420.2266902459,18.820735151335548
ORG_586,Finance,Small (<100),Predictive Analytics,2026,2328,4,499913.69043055247,622440.776637563,17.61799463894111
ORG_587,Retail,Large (1000+),Generative AI Content,2024,3763,2,573415.6571100515,829452.5022563058,16.868524492697244
ORG_588,Retail,Medium (100-999),DevOps Copilots,2023,790,9,129712.68632894056,201588.2069401921,37.467394367335324
ORG_589,Education,Large (1000+),DevOps Copilots,2025,382,1,77423.15178911824,100444.80265218673,11.20901213081466
ORG_590,Education,Medium (100-999),DevOps Copilots,2022,1401,9,317682.9183668065,363691.0263038287,34.6025557466167
ORG_591,Finance,Small (<100),Generative AI Content,2021,1057,8,306310.0585557258,478798.9257694011,27.829255081921268
ORG_592,Manufacturing,Medium (100-999),Generative AI Content,2024,3579,3,713925.9705090291,804316.918766921,13.98620807040983
ORG_593,Tech,Small (<100),Generative AI Content,2022,3836,7,649844.6497896957,858288.7181979007,32.38818583704749
ORG_594,Healthcare,Medium (100-999),Automation Systems,2025,1222,2,250962.53635164181,380829.8340535078,17.49936651503576
ORG_595,Manufacturing,Medium (100-999),DevOps Copilots,2022,43,9,14660.828226397394,16818.207393097033,30.78657776310758
ORG_596,Finance,Large (1000+),Automation Systems,2023,4846,2,1343631.4156239342,1783036.1844780177,19.552015309730056
ORG_597,Healthcare,Small (<100),Automation Systems,2024,3721,6,1093122.0871027086,1674268.8815698754,28.0155796292159
ORG_598,Finance,Large (1000+),Automation Systems,2024,4943,7,813966.5064166954,1209097.384524586,26.489172584503017
ORG_599,Tech,Small (<100),Customer Chatbots,2025,2344,3,398948.3216737978,599689.7809351421,15.601013072113265
ORG_600,Retail,Small (<100),Automation Systems,2025,4209,4,947999.2366332385,1309687.999853531,19.23070580439436
